,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
4761,FSI_4762,4,4,0,1,4,100,5,0,1,15/03/2020 ,2,3,22/04/2020 ,nghi phep,co gia dinh,1,150,40,dang bi benh,co,khong,xe may
4762,FSI_4763,2,0,4,0,1,90,4,3,3,21/03/2020 ,2,0,16/12/2019 ,nghi phep,co gia dinh,0,170,50,dang bi benh,khong,khong,oto
4763,FSI_4764,0,1,3,1,5,90,5,0,2,26/01/2020 ,1,0,25/05/2020 ,full time,chua co gia dinh,0,165,70,dang bi benh,khong,co,xe may
4764,FSI_4765,1,0,1,1,4,70,4,0,2,16/05/2020 ,2,0,01/05/2020 ,full time,chua co gia dinh,3,150,40,dang bi benh,khong,co,oto
4765,FSI_4766,5,5,0,5,0,90,4,4,1,29/09/2019 ,2,3,15/01/2020 ,part time,co gia dinh,1,170,50,khong bi benh,khong,khong,bus
4766,FSI_4767,2,5,5,4,5,90,2,0,2,28/05/2020 ,5,4,22/02/2020 ,nghi phep,co gia dinh,1,175,70,dang bi benh,co,khong,xe may
4767,FSI_4768,4,2,0,2,3,100,2,2,2,06/02/2020 ,5,0,25/07/2020 ,full time,chua co gia dinh,2,165,50,khong bi benh,co,khong,oto
4768,FSI_4769,2,0,3,0,5,70,1,2,1,04/11/2019 ,2,0,13/10/2019 ,part time,co gia dinh,0,180,60,khong bi benh,khong,co,xe may
4769,FSI_4770,0,4,4,2,2,70,1,0,1,17/02/2020 ,4,0,25/09/2019 ,part time,chua co gia dinh,2,175,70,dang bi benh,co,khong,oto
4770,FSI_4771,0,2,0,1,5,70,4,0,2,27/03/2020 ,1,2,31/07/2020 ,full time,co gia dinh,3,170,40,khong bi benh,co,khong,bus
4771,FSI_4772,5,0,0,3,2,70,1,5,3,28/04/2020 ,4,0,20/04/2020 ,full time,co gia dinh,2,180,50,khong bi benh,co,co,xe may
4772,FSI_4773,5,1,2,2,0,100,0,3,2,08/12/2019 ,0,2,23/07/2020 ,nghi phep,co gia dinh,0,165,60,khong bi benh,khong,khong,bus
4773,FSI_4774,4,1,0,3,0,90,4,0,1,19/02/2020 ,4,2,23/01/2020 ,full time,chua co gia dinh,2,170,40,dang bi benh,co,khong,oto
4774,FSI_4775,0,3,5,4,0,70,2,0,1,17/10/2019 ,3,0,01/10/2019 ,part time,co gia dinh,1,175,60,dang bi benh,khong,co,bus
4775,FSI_4776,3,1,0,1,3,70,0,0,2,23/06/2020 ,4,0,26/07/2020 ,nghi phep,chua co gia dinh,1,170,60,khong bi benh,co,khong,xe may
4776,FSI_4777,0,0,1,4,1,100,2,1,3,05/08/2020 ,2,0,11/02/2020 ,full time,chua co gia dinh,0,160,70,dang bi benh,co,khong,bus
4777,FSI_4778,4,0,3,5,1,70,4,4,2,22/01/2020 ,2,0,17/08/2020 ,part time,co gia dinh,0,165,70,khong bi benh,co,khong,oto
4778,FSI_4779,4,3,0,0,0,80,0,2,1,24/02/2020 ,2,4,30/04/2020 ,part time,chua co gia dinh,2,170,70,khong bi benh,khong,khong,bus
4779,FSI_4780,0,2,4,3,2,90,0,1,1,21/08/2020 ,0,1,13/10/2019 ,full time,chua co gia dinh,0,170,40,khong bi benh,co,co,bus
4780,FSI_4781,0,0,0,4,1,100,4,2,1,19/08/2020 ,2,4,10/12/2019 ,part time,co gia dinh,0,160,40,dang bi benh,co,khong,xe may
4781,FSI_4782,2,3,3,0,0,100,1,3,1,29/02/2020 ,5,0,05/10/2019 ,part time,co gia dinh,1,150,60,dang bi benh,co,co,oto
4782,FSI_4783,0,1,1,4,0,100,0,0,3,31/07/2020 ,0,5,27/02/2020 ,full time,co gia dinh,1,150,70,dang bi benh,khong,khong,xe may
4783,FSI_4784,0,0,0,3,1,90,0,1,1,19/01/2020 ,1,5,10/10/2019 ,nghi phep,chua co gia dinh,2,160,40,khong bi benh,khong,khong,oto
4784,FSI_4785,4,2,0,0,1,90,5,5,1,16/08/2020 ,5,3,12/01/2020 ,nghi phep,co gia dinh,2,160,50,dang bi benh,co,khong,xe may
4785,FSI_4786,0,5,0,2,0,70,2,4,2,14/04/2020 ,5,4,10/12/2019 ,part time,co gia dinh,1,175,70,khong bi benh,khong,khong,oto
4786,FSI_4787,2,4,0,0,0,100,2,3,1,26/06/2020 ,0,3,19/07/2020 ,part time,co gia dinh,0,175,60,dang bi benh,co,co,xe may
4787,FSI_4788,0,1,0,0,0,100,0,0,1,01/11/2019 ,4,2,07/06/2020 ,part time,co gia dinh,2,180,70,dang bi benh,khong,khong,xe may
4788,FSI_4789,1,1,2,2,0,100,4,1,1,13/05/2020 ,0,2,17/05/2020 ,full time,co gia dinh,2,170,40,dang bi benh,khong,khong,xe may
4789,FSI_4790,5,1,3,2,2,80,1,0,1,21/12/2019 ,0,1,04/08/2020 ,part time,co gia dinh,1,180,70,dang bi benh,khong,co,xe may
4790,FSI_4791,0,0,5,4,0,90,1,0,2,13/04/2020 ,2,5,14/12/2019 ,full time,chua co gia dinh,0,175,40,khong bi benh,co,co,bus
4791,FSI_4792,0,1,1,2,0,100,0,0,1,27/11/2019 ,3,4,23/03/2020 ,part time,chua co gia dinh,1,150,70,khong bi benh,co,co,xe may
4792,FSI_4793,5,1,5,1,2,70,0,0,2,25/04/2020 ,3,1,28/07/2020 ,part time,chua co gia dinh,0,165,60,khong bi benh,co,khong,xe may
4793,FSI_4794,5,3,3,0,2,80,3,5,1,14/02/2020 ,0,0,09/03/2020 ,part time,co gia dinh,2,175,70,khong bi benh,khong,co,oto
4794,FSI_4795,2,2,2,2,0,100,4,5,1,18/11/2019 ,1,2,12/09/2019 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,co,khong,oto
4795,FSI_4796,5,0,0,2,0,70,0,3,2,25/07/2020 ,1,3,16/09/2019 ,part time,chua co gia dinh,2,175,50,dang bi benh,khong,co,xe may
4796,FSI_4797,0,4,0,0,2,90,0,4,1,26/11/2019 ,0,2,08/05/2020 ,full time,chua co gia dinh,1,165,70,khong bi benh,co,khong,bus
4797,FSI_4798,0,2,1,5,1,90,2,0,1,29/07/2020 ,3,4,07/12/2019 ,full time,chua co gia dinh,1,180,50,khong bi benh,co,co,bus
4798,FSI_4799,4,0,2,1,1,90,2,0,1,17/06/2020 ,1,1,23/12/2019 ,nghi phep,chua co gia dinh,0,180,50,khong bi benh,khong,co,xe may
4799,FSI_4800,3,5,0,0,4,80,1,0,1,07/05/2020 ,0,3,03/03/2020 ,part time,co gia dinh,1,170,70,dang bi benh,khong,co,oto
4800,FSI_4801,3,3,1,3,0,80,4,0,1,01/07/2020 ,1,2,20/06/2020 ,nghi phep,chua co gia dinh,2,175,40,dang bi benh,khong,khong,xe may
4801,FSI_4802,0,5,4,2,1,90,1,2,1,11/10/2019 ,5,0,25/07/2020 ,full time,co gia dinh,2,175,40,khong bi benh,khong,khong,oto
4802,FSI_4803,5,1,0,3,0,70,4,0,2,28/07/2020 ,0,1,25/10/2019 ,nghi phep,co gia dinh,2,160,60,dang bi benh,khong,co,oto
4803,FSI_4804,0,0,4,0,4,70,3,1,1,02/05/2020 ,0,5,02/02/2020 ,part time,chua co gia dinh,1,165,70,dang bi benh,co,co,oto
4804,FSI_4805,0,1,0,0,2,90,0,3,1,01/12/2019 ,2,1,12/07/2020 ,full time,co gia dinh,2,170,50,dang bi benh,co,co,xe may
4805,FSI_4806,1,2,5,4,1,70,3,2,1,03/09/2020 ,3,0,25/11/2019 ,nghi phep,chua co gia dinh,1,180,40,dang bi benh,khong,khong,xe may
4806,FSI_4807,2,0,0,1,4,70,2,0,1,09/03/2020 ,0,2,28/02/2020 ,part time,chua co gia dinh,2,180,50,dang bi benh,khong,khong,oto
4807,FSI_4808,1,5,2,3,2,70,1,5,1,08/04/2020 ,4,4,06/02/2020 ,part time,chua co gia dinh,1,165,50,dang bi benh,co,khong,xe may
4808,FSI_4809,1,5,2,0,5,70,2,2,3,14/09/2019 ,5,0,19/01/2020 ,nghi phep,chua co gia dinh,1,150,70,khong bi benh,khong,co,xe may
4809,FSI_4810,5,1,0,1,0,90,4,0,1,25/07/2020 ,1,2,06/02/2020 ,nghi phep,co gia dinh,0,170,40,khong bi benh,khong,co,xe may
4810,FSI_4811,3,2,1,5,3,90,2,3,1,03/04/2020 ,4,0,26/12/2019 ,nghi phep,chua co gia dinh,1,180,40,dang bi benh,co,co,bus
4811,FSI_4812,0,0,1,5,1,80,2,1,1,07/12/2019 ,0,2,09/10/2019 ,full time,co gia dinh,2,170,50,khong bi benh,co,khong,xe may
4812,FSI_4813,3,0,0,5,0,70,3,1,2,04/11/2019 ,1,5,21/07/2020 ,full time,chua co gia dinh,0,180,70,khong bi benh,co,khong,xe may
4813,FSI_4814,4,0,0,5,5,80,1,0,1,09/02/2020 ,1,0,10/02/2020 ,part time,chua co gia dinh,2,170,40,dang bi benh,khong,co,xe may
4814,FSI_4815,1,4,1,5,0,70,2,1,2,01/05/2020 ,0,5,27/04/2020 ,part time,co gia dinh,0,180,50,dang bi benh,co,khong,bus
4815,FSI_4816,5,1,5,3,3,70,1,0,3,25/04/2020 ,0,3,25/07/2020 ,nghi phep,chua co gia dinh,1,175,60,dang bi benh,khong,co,xe may
4816,FSI_4817,0,4,5,0,0,70,0,1,1,09/02/2020 ,1,5,10/08/2020 ,nghi phep,co gia dinh,3,165,40,dang bi benh,khong,khong,xe may
4817,FSI_4818,4,0,0,0,2,100,5,0,1,23/07/2020 ,4,1,04/11/2019 ,nghi phep,chua co gia dinh,0,180,50,dang bi benh,khong,khong,xe may
4818,FSI_4819,0,2,5,0,1,80,2,1,2,27/03/2020 ,0,2,26/11/2019 ,part time,chua co gia dinh,1,150,40,dang bi benh,co,khong,xe may
4819,FSI_4820,5,0,0,1,3,90,1,1,2,08/04/2020 ,5,5,09/04/2020 ,part time,chua co gia dinh,2,170,50,dang bi benh,khong,khong,xe may
4820,FSI_4821,3,2,2,4,0,90,2,1,1,20/03/2020 ,4,2,08/09/2019 ,full time,co gia dinh,3,150,50,khong bi benh,khong,khong,bus
4821,FSI_4822,1,2,4,1,0,70,2,5,1,29/12/2019 ,3,1,22/02/2020 ,nghi phep,chua co gia dinh,2,170,40,khong bi benh,co,co,oto
4822,FSI_4823,5,1,3,1,3,100,0,2,1,11/11/2019 ,0,1,28/10/2019 ,nghi phep,chua co gia dinh,0,160,70,khong bi benh,khong,co,xe may
4823,FSI_4824,2,3,4,0,5,80,1,2,1,07/07/2020 ,5,0,25/06/2020 ,nghi phep,co gia dinh,0,160,40,khong bi benh,khong,co,oto
4824,FSI_4825,0,1,0,0,5,90,0,1,1,19/04/2020 ,1,3,16/07/2020 ,part time,chua co gia dinh,3,160,60,khong bi benh,khong,khong,xe may
4825,FSI_4826,0,4,1,3,1,70,5,3,2,09/02/2020 ,0,3,04/10/2019 ,nghi phep,chua co gia dinh,3,175,40,khong bi benh,khong,khong,xe may
4826,FSI_4827,3,1,0,4,5,100,0,4,1,17/06/2020 ,5,1,03/04/2020 ,part time,chua co gia dinh,0,175,50,dang bi benh,co,khong,oto
4827,FSI_4828,0,0,4,4,0,100,0,1,1,08/11/2019 ,5,0,24/09/2019 ,nghi phep,chua co gia dinh,0,150,40,dang bi benh,co,khong,xe may
4828,FSI_4829,4,2,3,3,0,70,1,0,2,02/03/2020 ,4,5,16/02/2020 ,part time,chua co gia dinh,2,180,40,khong bi benh,khong,khong,xe may
4829,FSI_4830,4,2,1,4,2,100,2,2,1,17/07/2020 ,1,0,03/03/2020 ,nghi phep,co gia dinh,0,160,50,dang bi benh,khong,co,xe may
4830,FSI_4831,1,3,3,4,2,90,3,0,1,23/07/2020 ,0,3,29/02/2020 ,full time,chua co gia dinh,2,165,60,dang bi benh,co,co,xe may
4831,FSI_4832,5,1,0,1,1,70,4,4,1,13/11/2019 ,0,0,09/08/2020 ,part time,chua co gia dinh,2,175,70,dang bi benh,khong,co,xe may
4832,FSI_4833,2,0,2,5,5,70,0,2,2,09/08/2020 ,0,3,22/09/2019 ,full time,co gia dinh,1,175,50,dang bi benh,co,co,xe may
4833,FSI_4834,3,0,1,5,2,70,5,0,3,01/10/2019 ,2,3,16/01/2020 ,nghi phep,co gia dinh,2,150,50,khong bi benh,khong,co,xe may
4834,FSI_4835,4,0,0,0,0,100,1,3,1,13/03/2020 ,0,0,19/09/2019 ,full time,co gia dinh,1,180,60,dang bi benh,co,co,oto
4835,FSI_4836,3,4,4,0,1,90,3,3,1,12/04/2020 ,4,0,13/02/2020 ,part time,co gia dinh,3,160,40,khong bi benh,co,khong,xe may
4836,FSI_4837,3,4,3,1,0,90,0,0,1,08/09/2019 ,0,1,08/02/2020 ,full time,chua co gia dinh,0,180,70,dang bi benh,khong,co,xe may
4837,FSI_4838,2,0,1,0,0,100,0,3,1,24/02/2020 ,4,5,12/06/2020 ,nghi phep,chua co gia dinh,2,150,60,khong bi benh,co,co,bus
4838,FSI_4839,1,3,2,1,4,100,0,2,1,03/02/2020 ,2,2,25/05/2020 ,nghi phep,chua co gia dinh,1,175,40,khong bi benh,co,khong,bus
4839,FSI_4840,0,0,0,0,5,100,2,5,3,15/08/2020 ,0,1,16/08/2020 ,full time,co gia dinh,2,175,70,dang bi benh,khong,co,xe may
4840,FSI_4841,0,3,5,4,2,100,5,1,1,22/04/2020 ,4,2,17/03/2020 ,part time,co gia dinh,1,150,70,khong bi benh,co,co,xe may
4841,FSI_4842,3,0,1,0,1,90,2,4,1,04/04/2020 ,4,2,14/10/2019 ,nghi phep,co gia dinh,2,180,40,dang bi benh,khong,co,xe may
4842,FSI_4843,1,0,4,2,4,70,0,0,1,28/10/2019 ,5,1,18/03/2020 ,nghi phep,co gia dinh,2,180,40,khong bi benh,co,co,xe may
4843,FSI_4844,0,2,2,3,2,80,2,4,2,04/12/2019 ,3,3,08/08/2020 ,nghi phep,chua co gia dinh,1,150,50,dang bi benh,khong,co,xe may
4844,FSI_4845,2,2,0,3,0,70,2,3,1,13/09/2019 ,3,1,21/03/2020 ,nghi phep,chua co gia dinh,1,150,40,dang bi benh,khong,co,xe may
4845,FSI_4846,2,4,4,0,3,80,5,1,1,21/10/2019 ,0,0,14/11/2019 ,nghi phep,co gia dinh,2,150,40,dang bi benh,khong,co,xe may
4846,FSI_4847,0,0,1,2,0,100,0,1,1,11/07/2020 ,4,4,09/03/2020 ,nghi phep,co gia dinh,1,170,70,dang bi benh,khong,khong,xe may
4847,FSI_4848,5,0,1,5,2,90,5,2,1,01/08/2020 ,5,3,11/09/2019 ,nghi phep,chua co gia dinh,2,175,50,khong bi benh,co,co,bus
4848,FSI_4849,0,0,0,2,0,100,0,1,1,20/06/2020 ,3,5,04/09/2020 ,nghi phep,chua co gia dinh,0,170,60,dang bi benh,co,co,bus
4849,FSI_4850,1,0,4,4,3,90,0,4,1,19/02/2020 ,4,1,01/12/2019 ,full time,chua co gia dinh,2,170,50,khong bi benh,co,khong,bus
4850,FSI_4851,1,1,2,0,1,90,0,4,2,04/11/2019 ,1,3,14/08/2020 ,nghi phep,chua co gia dinh,3,175,50,khong bi benh,co,khong,xe may
4851,FSI_4852,2,4,1,0,2,80,0,5,1,24/06/2020 ,5,0,14/02/2020 ,part time,chua co gia dinh,2,180,70,khong bi benh,khong,co,xe may
4852,FSI_4853,0,0,0,1,0,70,0,4,2,07/06/2020 ,0,1,06/12/2019 ,full time,chua co gia dinh,2,180,50,dang bi benh,co,co,oto
4853,FSI_4854,2,2,1,5,4,70,2,0,1,01/12/2019 ,0,3,08/07/2020 ,nghi phep,co gia dinh,1,165,70,khong bi benh,khong,khong,bus
4854,FSI_4855,0,4,4,0,0,100,5,1,1,08/09/2019 ,2,1,03/01/2020 ,part time,co gia dinh,1,165,40,dang bi benh,co,co,oto
4855,FSI_4856,1,2,1,3,1,70,0,4,1,14/03/2020 ,1,0,30/08/2020 ,nghi phep,chua co gia dinh,2,165,50,khong bi benh,co,khong,oto
4856,FSI_4857,0,4,0,2,1,90,1,0,3,05/07/2020 ,0,4,07/04/2020 ,part time,co gia dinh,0,175,60,dang bi benh,khong,co,xe may
4857,FSI_4858,1,0,0,3,4,70,0,4,3,18/09/2019 ,5,2,01/06/2020 ,nghi phep,co gia dinh,0,180,60,dang bi benh,khong,co,bus
4858,FSI_4859,0,2,0,5,3,70,2,3,2,23/10/2019 ,1,2,02/02/2020 ,nghi phep,chua co gia dinh,1,165,70,khong bi benh,co,co,bus
4859,FSI_4860,5,3,4,1,0,70,1,0,2,16/02/2020 ,2,0,02/06/2020 ,part time,co gia dinh,3,180,40,khong bi benh,co,khong,xe may
4860,FSI_4861,4,0,0,1,2,90,1,0,3,04/08/2020 ,2,0,02/07/2020 ,part time,co gia dinh,3,160,50,khong bi benh,co,khong,bus
4861,FSI_4862,3,0,2,3,3,70,2,1,3,24/04/2020 ,4,4,25/07/2020 ,full time,chua co gia dinh,1,160,40,khong bi benh,khong,khong,bus
4862,FSI_4863,0,2,2,1,1,80,2,0,1,14/06/2020 ,0,2,10/02/2020 ,full time,chua co gia dinh,2,180,70,dang bi benh,khong,khong,bus
4863,FSI_4864,4,0,1,2,1,100,2,2,3,04/06/2020 ,1,3,17/01/2020 ,nghi phep,chua co gia dinh,1,170,40,dang bi benh,khong,co,oto
4864,FSI_4865,4,0,0,2,0,90,2,1,1,25/09/2019 ,0,2,28/11/2019 ,nghi phep,chua co gia dinh,0,165,50,dang bi benh,khong,khong,xe may
4865,FSI_4866,1,2,1,0,2,80,0,1,2,08/09/2019 ,1,1,09/01/2020 ,full time,chua co gia dinh,2,165,50,khong bi benh,khong,co,xe may
4866,FSI_4867,2,1,5,4,0,100,0,0,3,06/08/2020 ,5,5,11/08/2020 ,nghi phep,chua co gia dinh,2,175,50,dang bi benh,co,khong,oto
4867,FSI_4868,1,5,0,3,2,70,0,1,1,23/01/2020 ,1,4,19/02/2020 ,full time,chua co gia dinh,2,170,70,khong bi benh,khong,co,oto
4868,FSI_4869,0,4,4,5,5,100,2,0,3,19/12/2019 ,0,1,19/10/2019 ,full time,co gia dinh,1,180,60,dang bi benh,co,khong,bus
4869,FSI_4870,0,3,4,4,1,70,0,2,1,09/10/2019 ,0,2,30/08/2020 ,nghi phep,chua co gia dinh,2,160,50,dang bi benh,co,co,bus
4870,FSI_4871,2,0,4,2,0,100,4,1,3,24/12/2019 ,5,5,24/08/2020 ,nghi phep,co gia dinh,0,175,50,khong bi benh,khong,co,bus
4871,FSI_4872,0,2,4,5,3,80,2,0,1,04/12/2019 ,4,3,20/11/2019 ,full time,chua co gia dinh,1,165,70,khong bi benh,co,co,xe may
4872,FSI_4873,2,0,5,0,0,90,3,4,1,07/12/2019 ,0,5,14/03/2020 ,full time,co gia dinh,0,180,60,dang bi benh,co,khong,xe may
4873,FSI_4874,1,0,5,0,0,100,0,1,2,01/03/2020 ,1,3,02/11/2019 ,part time,chua co gia dinh,2,150,40,khong bi benh,co,khong,oto
4874,FSI_4875,0,5,4,3,0,90,5,0,3,03/02/2020 ,4,1,07/04/2020 ,full time,chua co gia dinh,2,175,70,dang bi benh,khong,khong,oto
4875,FSI_4876,2,0,0,1,2,80,0,1,1,23/10/2019 ,3,1,26/11/2019 ,nghi phep,chua co gia dinh,0,160,40,dang bi benh,co,khong,oto
4876,FSI_4877,5,0,2,3,0,70,2,1,1,23/11/2019 ,4,1,04/11/2019 ,nghi phep,co gia dinh,2,180,50,khong bi benh,co,co,oto
4877,FSI_4878,2,0,1,2,3,70,1,1,1,04/06/2020 ,4,0,23/12/2019 ,nghi phep,co gia dinh,2,175,70,khong bi benh,co,khong,xe may
4878,FSI_4879,1,0,3,4,2,80,4,0,1,02/04/2020 ,0,1,19/06/2020 ,nghi phep,co gia dinh,2,160,40,khong bi benh,khong,co,oto
4879,FSI_4880,4,0,0,2,4,90,5,3,2,18/04/2020 ,4,4,15/07/2020 ,full time,chua co gia dinh,2,160,40,khong bi benh,khong,co,xe may
4880,FSI_4881,5,0,4,1,0,80,2,5,2,28/10/2019 ,4,2,06/04/2020 ,full time,co gia dinh,1,165,50,khong bi benh,khong,khong,oto
4881,FSI_4882,3,4,0,4,1,70,0,0,1,12/06/2020 ,2,1,05/02/2020 ,full time,co gia dinh,0,165,40,dang bi benh,khong,khong,bus
4882,FSI_4883,3,3,4,1,4,70,2,0,2,12/06/2020 ,0,2,12/10/2019 ,nghi phep,chua co gia dinh,1,160,50,khong bi benh,co,co,bus
4883,FSI_4884,1,1,5,0,4,90,3,2,1,16/10/2019 ,0,1,20/08/2020 ,full time,chua co gia dinh,2,150,60,dang bi benh,co,co,xe may
4884,FSI_4885,5,1,2,4,2,70,2,1,1,13/07/2020 ,0,3,19/06/2020 ,nghi phep,chua co gia dinh,1,175,50,khong bi benh,co,co,xe may
4885,FSI_4886,0,4,1,3,4,90,1,1,2,29/11/2019 ,3,2,09/03/2020 ,full time,co gia dinh,3,180,40,dang bi benh,khong,khong,oto
4886,FSI_4887,1,0,0,4,1,100,2,3,1,30/09/2019 ,0,0,23/10/2019 ,full time,co gia dinh,0,175,50,dang bi benh,khong,khong,xe may
4887,FSI_4888,1,2,2,1,4,70,0,4,1,10/01/2020 ,4,5,14/06/2020 ,nghi phep,chua co gia dinh,0,160,70,khong bi benh,co,khong,bus
4888,FSI_4889,1,3,1,3,0,80,2,4,1,02/08/2020 ,2,0,14/06/2020 ,part time,chua co gia dinh,1,180,40,khong bi benh,khong,khong,xe may
4889,FSI_4890,3,0,5,0,4,80,2,0,1,26/01/2020 ,0,0,16/09/2019 ,part time,chua co gia dinh,1,170,60,dang bi benh,khong,khong,bus
4890,FSI_4891,3,1,3,0,4,90,5,5,1,07/03/2020 ,0,0,21/07/2020 ,nghi phep,co gia dinh,0,170,50,khong bi benh,khong,khong,xe may
4891,FSI_4892,1,1,4,2,0,70,4,5,1,30/07/2020 ,3,4,03/06/2020 ,nghi phep,co gia dinh,0,170,60,khong bi benh,khong,co,xe may
4892,FSI_4893,1,0,1,4,1,80,4,3,1,12/11/2019 ,1,3,17/10/2019 ,nghi phep,co gia dinh,0,150,50,dang bi benh,khong,co,bus
4893,FSI_4894,2,3,1,0,2,70,0,2,1,22/06/2020 ,5,1,04/07/2020 ,part time,chua co gia dinh,1,180,50,khong bi benh,khong,khong,xe may
4894,FSI_4895,0,5,2,2,2,70,2,0,1,29/10/2019 ,0,1,26/08/2020 ,nghi phep,co gia dinh,1,180,40,dang bi benh,co,khong,xe may
4895,FSI_4896,3,0,0,0,2,90,0,1,1,17/08/2020 ,5,5,15/12/2019 ,nghi phep,co gia dinh,1,160,50,dang bi benh,co,co,xe may
4896,FSI_4897,0,0,0,2,1,80,5,3,3,22/03/2020 ,2,1,21/07/2020 ,full time,chua co gia dinh,0,170,50,dang bi benh,co,khong,xe may
4897,FSI_4898,1,0,0,1,1,100,1,0,1,04/08/2020 ,5,5,29/09/2019 ,full time,co gia dinh,1,175,40,dang bi benh,co,khong,xe may
4898,FSI_4899,4,5,1,2,2,70,4,4,3,22/07/2020 ,2,3,10/01/2020 ,nghi phep,co gia dinh,0,165,70,dang bi benh,co,khong,xe may
4899,FSI_4900,1,2,4,1,0,90,5,1,1,20/04/2020 ,3,1,21/09/2019 ,nghi phep,co gia dinh,1,175,60,dang bi benh,khong,khong,bus
4900,FSI_4901,3,2,2,5,2,70,0,5,1,06/11/2019 ,4,0,05/10/2019 ,full time,chua co gia dinh,3,150,50,khong bi benh,co,khong,bus
4901,FSI_4902,5,5,4,3,0,70,0,5,1,15/11/2019 ,3,0,16/10/2019 ,nghi phep,co gia dinh,0,165,40,khong bi benh,co,co,bus
4902,FSI_4903,2,0,0,0,4,90,2,2,1,22/06/2020 ,2,0,13/01/2020 ,part time,co gia dinh,1,180,60,khong bi benh,co,khong,oto
4903,FSI_4904,0,2,4,2,1,100,2,4,1,29/03/2020 ,0,2,12/10/2019 ,full time,co gia dinh,2,165,60,dang bi benh,khong,khong,bus
4904,FSI_4905,0,5,2,1,1,70,3,5,1,30/10/2019 ,2,2,19/06/2020 ,part time,chua co gia dinh,0,180,70,dang bi benh,co,khong,xe may
4905,FSI_4906,2,1,0,0,1,70,2,0,2,11/07/2020 ,0,1,19/03/2020 ,part time,chua co gia dinh,1,180,60,khong bi benh,co,co,xe may
4906,FSI_4907,3,1,1,4,3,70,2,5,1,04/04/2020 ,3,0,23/12/2019 ,part time,chua co gia dinh,0,150,50,dang bi benh,co,co,xe may
4907,FSI_4908,4,3,2,0,0,70,4,1,1,07/01/2020 ,1,3,25/12/2019 ,nghi phep,co gia dinh,0,175,50,khong bi benh,khong,khong,xe may
4908,FSI_4909,2,1,3,5,0,70,0,2,1,23/02/2020 ,2,5,21/12/2019 ,full time,chua co gia dinh,2,160,40,khong bi benh,khong,khong,xe may
4909,FSI_4910,5,0,1,5,1,90,1,2,3,14/03/2020 ,4,2,13/01/2020 ,part time,chua co gia dinh,3,180,70,dang bi benh,khong,khong,xe may
4910,FSI_4911,3,0,2,2,4,100,5,2,3,12/03/2020 ,0,2,27/10/2019 ,full time,co gia dinh,0,175,60,khong bi benh,khong,co,xe may
4911,FSI_4912,4,4,2,3,0,100,0,4,1,21/09/2019 ,4,4,06/09/2020 ,part time,co gia dinh,0,150,60,khong bi benh,co,co,oto
4912,FSI_4913,1,3,0,0,5,100,1,5,1,29/05/2020 ,0,0,21/05/2020 ,full time,co gia dinh,1,150,50,khong bi benh,co,co,xe may
4913,FSI_4914,3,4,2,1,2,90,2,2,3,11/10/2019 ,0,0,25/12/2019 ,part time,co gia dinh,1,160,60,khong bi benh,khong,co,xe may
4914,FSI_4915,0,0,3,0,3,90,0,0,2,08/11/2019 ,3,0,09/11/2019 ,nghi phep,chua co gia dinh,0,180,40,khong bi benh,co,khong,xe may
4915,FSI_4916,0,4,5,0,0,90,2,4,1,20/12/2019 ,0,0,05/07/2020 ,nghi phep,chua co gia dinh,3,170,70,khong bi benh,khong,khong,oto
4916,FSI_4917,1,0,3,0,5,100,3,3,1,25/12/2019 ,0,1,11/07/2020 ,part time,chua co gia dinh,0,160,50,khong bi benh,co,khong,oto
4917,FSI_4918,0,0,0,3,1,80,1,0,1,31/10/2019 ,3,0,23/10/2019 ,nghi phep,chua co gia dinh,2,165,40,khong bi benh,co,khong,xe may
4918,FSI_4919,0,3,5,5,0,100,0,5,3,04/07/2020 ,0,3,14/01/2020 ,nghi phep,co gia dinh,2,165,40,khong bi benh,co,khong,xe may
4919,FSI_4920,1,1,3,0,3,90,2,3,2,29/03/2020 ,3,1,11/05/2020 ,nghi phep,co gia dinh,2,165,70,dang bi benh,co,khong,xe may
4920,FSI_4921,3,0,2,5,5,100,5,4,2,21/04/2020 ,2,0,07/10/2019 ,nghi phep,chua co gia dinh,2,175,40,khong bi benh,khong,co,oto
4921,FSI_4922,4,4,0,0,0,80,4,0,1,01/11/2019 ,2,5,26/10/2019 ,full time,co gia dinh,1,150,50,khong bi benh,co,co,bus
4922,FSI_4923,4,4,4,0,4,70,2,1,1,18/01/2020 ,0,0,26/06/2020 ,part time,chua co gia dinh,1,165,60,khong bi benh,co,co,bus
4923,FSI_4924,4,5,0,4,0,70,0,3,1,12/03/2020 ,5,1,17/02/2020 ,nghi phep,co gia dinh,2,160,50,dang bi benh,khong,co,xe may
4924,FSI_4925,0,0,0,1,1,70,0,4,2,31/08/2020 ,3,0,09/09/2019 ,part time,co gia dinh,1,150,50,khong bi benh,co,co,xe may
