,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
4638,FSI_4639,1,1,1,0,1,90,2,1,3,13/04/2020 ,4,0,19/01/2020 ,full time,co gia dinh,2,150,40,khong bi benh,co,khong,xe may
4639,FSI_4640,2,3,2,3,0,70,1,1,2,18/01/2020 ,5,0,18/01/2020 ,part time,co gia dinh,2,170,70,dang bi benh,co,khong,xe may
4640,FSI_4641,0,0,0,2,0,70,1,1,2,15/11/2019 ,0,4,01/12/2019 ,full time,chua co gia dinh,2,180,60,khong bi benh,khong,khong,bus
4641,FSI_4642,0,4,1,5,3,80,0,4,1,15/06/2020 ,1,1,02/10/2019 ,part time,chua co gia dinh,1,165,40,khong bi benh,co,co,oto
4642,FSI_4643,5,1,0,0,0,100,1,0,2,21/12/2019 ,1,2,30/07/2020 ,nghi phep,co gia dinh,0,150,70,dang bi benh,co,khong,bus
4643,FSI_4644,1,1,4,1,0,70,2,3,2,14/08/2020 ,5,5,25/12/2019 ,full time,co gia dinh,2,170,40,dang bi benh,khong,khong,xe may
4644,FSI_4645,2,0,1,3,5,100,4,0,3,24/04/2020 ,0,5,01/12/2019 ,part time,chua co gia dinh,1,175,50,khong bi benh,co,co,xe may
4645,FSI_4646,5,2,2,2,3,90,3,2,1,08/07/2020 ,1,5,16/11/2019 ,full time,chua co gia dinh,0,160,70,dang bi benh,co,co,oto
4646,FSI_4647,1,1,1,1,0,90,1,5,2,17/08/2020 ,1,0,04/02/2020 ,full time,co gia dinh,2,150,50,dang bi benh,co,khong,xe may
4647,FSI_4648,0,2,1,0,5,100,1,1,1,05/12/2019 ,3,4,07/12/2019 ,nghi phep,chua co gia dinh,1,150,40,khong bi benh,co,khong,xe may
4648,FSI_4649,0,0,1,2,3,70,2,0,1,24/09/2019 ,1,1,23/03/2020 ,full time,chua co gia dinh,1,170,40,dang bi benh,co,khong,bus
4649,FSI_4650,0,3,0,0,2,90,3,0,2,20/06/2020 ,0,2,03/05/2020 ,full time,co gia dinh,1,150,40,dang bi benh,co,co,bus
4650,FSI_4651,1,0,2,0,2,70,2,4,1,18/11/2019 ,2,0,05/04/2020 ,part time,co gia dinh,2,165,50,dang bi benh,co,khong,oto
4651,FSI_4652,4,1,2,4,2,70,0,2,1,27/09/2019 ,0,1,06/05/2020 ,part time,co gia dinh,2,160,40,dang bi benh,khong,co,oto
4652,FSI_4653,1,5,0,0,3,100,5,4,1,20/02/2020 ,1,0,13/11/2019 ,nghi phep,chua co gia dinh,0,175,70,khong bi benh,khong,co,xe may
4653,FSI_4654,4,2,3,0,2,80,3,0,2,08/07/2020 ,1,2,03/03/2020 ,part time,chua co gia dinh,2,175,50,khong bi benh,khong,khong,xe may
4654,FSI_4655,1,5,2,0,1,80,0,3,2,02/06/2020 ,4,3,11/05/2020 ,full time,co gia dinh,2,150,60,khong bi benh,khong,co,xe may
4655,FSI_4656,2,0,5,4,2,70,1,4,1,02/06/2020 ,2,0,18/01/2020 ,full time,chua co gia dinh,2,150,40,dang bi benh,co,khong,bus
4656,FSI_4657,4,0,3,3,0,90,1,0,1,23/08/2020 ,1,1,23/02/2020 ,full time,co gia dinh,1,160,50,khong bi benh,co,khong,xe may
4657,FSI_4658,0,0,4,4,0,70,1,0,3,29/04/2020 ,2,0,13/07/2020 ,part time,chua co gia dinh,1,165,40,khong bi benh,khong,co,bus
4658,FSI_4659,3,0,1,0,1,90,0,5,1,23/05/2020 ,0,1,04/04/2020 ,part time,co gia dinh,2,175,70,khong bi benh,co,khong,xe may
4659,FSI_4660,4,2,0,4,2,80,0,0,2,27/11/2019 ,1,5,07/03/2020 ,nghi phep,co gia dinh,1,170,70,dang bi benh,khong,co,bus
4660,FSI_4661,0,0,3,3,2,100,0,0,2,19/08/2020 ,2,5,17/06/2020 ,full time,co gia dinh,1,180,60,khong bi benh,co,co,oto
4661,FSI_4662,3,3,1,4,0,90,1,0,3,06/07/2020 ,1,0,16/09/2019 ,full time,chua co gia dinh,1,175,60,khong bi benh,khong,co,xe may
4662,FSI_4663,4,1,0,5,4,90,3,0,3,18/06/2020 ,0,3,13/03/2020 ,full time,co gia dinh,1,175,70,khong bi benh,khong,khong,oto
4663,FSI_4664,0,0,0,2,2,70,1,2,3,06/03/2020 ,0,1,05/04/2020 ,nghi phep,chua co gia dinh,1,160,40,khong bi benh,co,co,xe may
4664,FSI_4665,5,0,1,1,0,100,0,3,1,16/05/2020 ,0,1,24/06/2020 ,nghi phep,co gia dinh,2,180,40,khong bi benh,co,co,oto
4665,FSI_4666,5,1,5,0,4,100,0,1,1,28/02/2020 ,2,1,28/09/2019 ,part time,co gia dinh,1,175,50,dang bi benh,co,khong,bus
4666,FSI_4667,2,4,0,5,2,100,0,0,3,06/06/2020 ,2,3,14/04/2020 ,nghi phep,chua co gia dinh,1,160,40,khong bi benh,co,co,xe may
4667,FSI_4668,0,2,4,0,0,100,4,2,3,07/05/2020 ,5,5,04/05/2020 ,nghi phep,chua co gia dinh,1,170,40,khong bi benh,khong,khong,xe may
4668,FSI_4669,1,4,1,2,4,80,3,4,3,17/09/2019 ,5,3,29/11/2019 ,part time,co gia dinh,1,150,50,khong bi benh,co,khong,xe may
4669,FSI_4670,4,3,2,2,0,70,0,4,1,16/07/2020 ,3,1,16/08/2020 ,part time,chua co gia dinh,1,175,50,khong bi benh,khong,co,xe may
4670,FSI_4671,2,0,5,4,4,70,0,5,3,05/09/2020 ,0,0,24/03/2020 ,full time,co gia dinh,2,150,70,khong bi benh,co,khong,bus
4671,FSI_4672,0,1,1,0,5,100,3,0,3,11/05/2020 ,5,0,09/12/2019 ,full time,chua co gia dinh,1,165,60,dang bi benh,co,khong,xe may
4672,FSI_4673,3,0,1,5,3,70,1,0,1,30/03/2020 ,0,0,15/02/2020 ,part time,co gia dinh,1,180,50,khong bi benh,khong,co,oto
4673,FSI_4674,2,2,4,0,2,90,1,0,1,07/01/2020 ,3,2,22/05/2020 ,full time,chua co gia dinh,2,165,60,dang bi benh,co,co,xe may
4674,FSI_4675,0,0,1,0,0,90,4,2,2,17/10/2019 ,0,5,04/05/2020 ,full time,co gia dinh,2,170,60,dang bi benh,khong,co,xe may
4675,FSI_4676,0,1,1,0,0,70,5,1,1,24/08/2020 ,3,2,09/05/2020 ,full time,co gia dinh,1,165,40,khong bi benh,khong,khong,xe may
4676,FSI_4677,0,3,1,0,2,80,1,0,2,21/07/2020 ,3,0,08/12/2019 ,full time,chua co gia dinh,3,150,70,dang bi benh,co,co,xe may
4677,FSI_4678,2,1,0,3,1,100,0,5,3,27/08/2020 ,5,1,04/09/2020 ,full time,co gia dinh,2,165,70,khong bi benh,co,khong,oto
4678,FSI_4679,0,3,4,0,5,70,3,1,1,01/11/2019 ,0,5,05/01/2020 ,nghi phep,co gia dinh,2,160,60,dang bi benh,khong,khong,bus
4679,FSI_4680,0,0,4,0,2,80,2,1,1,18/03/2020 ,3,0,28/11/2019 ,nghi phep,chua co gia dinh,2,165,70,dang bi benh,khong,co,xe may
4680,FSI_4681,0,1,5,5,5,100,2,5,2,20/03/2020 ,2,0,25/08/2020 ,nghi phep,co gia dinh,1,170,50,khong bi benh,khong,co,oto
4681,FSI_4682,2,2,2,2,4,80,1,2,3,17/01/2020 ,1,1,23/11/2019 ,full time,co gia dinh,2,165,40,khong bi benh,khong,co,bus
4682,FSI_4683,4,0,4,1,1,70,5,2,1,02/06/2020 ,0,0,31/08/2020 ,nghi phep,chua co gia dinh,1,170,50,dang bi benh,khong,co,oto
4683,FSI_4684,4,0,5,1,1,100,0,0,1,14/07/2020 ,4,4,19/12/2019 ,part time,chua co gia dinh,1,150,60,khong bi benh,khong,khong,xe may
4684,FSI_4685,0,0,3,2,0,100,3,0,2,13/10/2019 ,4,5,20/06/2020 ,nghi phep,chua co gia dinh,2,165,50,khong bi benh,co,co,xe may
4685,FSI_4686,0,1,2,1,0,70,3,0,1,02/12/2019 ,1,0,12/02/2020 ,nghi phep,chua co gia dinh,2,175,70,dang bi benh,khong,khong,xe may
4686,FSI_4687,3,2,1,1,0,90,0,5,2,27/01/2020 ,5,1,12/01/2020 ,part time,chua co gia dinh,2,170,40,khong bi benh,khong,co,xe may
4687,FSI_4688,0,5,3,0,2,100,4,3,1,21/07/2020 ,1,4,23/11/2019 ,full time,co gia dinh,2,160,40,dang bi benh,co,co,xe may
4688,FSI_4689,5,0,0,0,4,80,0,4,3,01/12/2019 ,3,0,05/09/2020 ,full time,chua co gia dinh,2,150,50,khong bi benh,co,khong,xe may
4689,FSI_4690,1,4,0,1,0,70,0,1,1,29/06/2020 ,4,0,18/11/2019 ,nghi phep,co gia dinh,0,180,50,khong bi benh,khong,co,xe may
4690,FSI_4691,0,1,1,2,4,70,0,5,1,12/02/2020 ,1,1,18/09/2019 ,nghi phep,chua co gia dinh,2,165,70,khong bi benh,khong,co,xe may
4691,FSI_4692,2,4,2,3,2,100,4,0,2,24/04/2020 ,4,4,03/10/2019 ,part time,co gia dinh,0,165,40,dang bi benh,co,co,xe may
4692,FSI_4693,2,2,0,2,0,100,0,3,1,28/06/2020 ,2,0,16/06/2020 ,full time,co gia dinh,0,170,60,dang bi benh,khong,khong,xe may
4693,FSI_4694,5,0,2,4,0,100,2,2,2,27/08/2020 ,1,5,28/05/2020 ,part time,co gia dinh,0,150,40,dang bi benh,co,khong,bus
4694,FSI_4695,2,2,0,2,5,100,2,2,1,14/01/2020 ,0,2,26/11/2019 ,full time,chua co gia dinh,1,165,70,dang bi benh,khong,co,bus
4695,FSI_4696,2,2,2,3,2,80,1,0,3,27/12/2019 ,2,2,24/07/2020 ,nghi phep,co gia dinh,1,160,60,dang bi benh,co,co,xe may
4696,FSI_4697,2,2,2,0,3,70,5,5,3,09/03/2020 ,2,3,09/06/2020 ,part time,co gia dinh,1,150,70,khong bi benh,co,co,xe may
4697,FSI_4698,3,0,4,2,0,90,0,4,1,23/06/2020 ,0,0,05/07/2020 ,nghi phep,co gia dinh,1,160,70,dang bi benh,co,khong,bus
4698,FSI_4699,1,3,2,1,2,70,0,3,1,21/06/2020 ,0,4,27/12/2019 ,nghi phep,co gia dinh,0,180,50,khong bi benh,co,co,oto
4699,FSI_4700,2,2,2,0,0,90,5,4,1,03/09/2020 ,0,0,01/02/2020 ,full time,chua co gia dinh,2,180,40,khong bi benh,co,khong,oto
4700,FSI_4701,0,3,3,0,5,70,0,0,3,07/11/2019 ,0,1,20/04/2020 ,nghi phep,chua co gia dinh,2,175,40,dang bi benh,co,co,xe may
4701,FSI_4702,3,1,1,0,4,90,4,4,3,02/05/2020 ,2,4,24/03/2020 ,nghi phep,co gia dinh,2,180,50,khong bi benh,co,khong,xe may
4702,FSI_4703,4,2,4,0,0,80,3,2,1,20/07/2020 ,0,5,16/01/2020 ,full time,chua co gia dinh,2,170,60,khong bi benh,co,khong,oto
4703,FSI_4704,4,0,2,3,2,80,5,5,3,17/04/2020 ,3,0,25/04/2020 ,nghi phep,co gia dinh,0,175,60,khong bi benh,co,khong,xe may
4704,FSI_4705,0,3,4,0,3,100,1,0,1,15/06/2020 ,5,0,27/01/2020 ,nghi phep,co gia dinh,0,160,40,dang bi benh,co,khong,xe may
4705,FSI_4706,0,3,1,2,4,100,0,0,2,01/02/2020 ,5,5,07/03/2020 ,nghi phep,co gia dinh,0,175,40,khong bi benh,khong,khong,xe may
4706,FSI_4707,1,0,2,4,0,100,2,0,1,20/06/2020 ,4,4,09/10/2019 ,nghi phep,chua co gia dinh,2,165,50,khong bi benh,khong,khong,oto
4707,FSI_4708,0,4,1,1,2,80,2,2,1,05/08/2020 ,0,2,19/10/2019 ,part time,co gia dinh,2,175,50,khong bi benh,khong,khong,bus
4708,FSI_4709,3,2,2,0,3,100,1,1,2,23/02/2020 ,4,0,15/08/2020 ,full time,co gia dinh,0,175,40,dang bi benh,co,co,xe may
4709,FSI_4710,2,3,0,1,0,90,0,1,1,03/02/2020 ,0,5,31/10/2019 ,full time,chua co gia dinh,2,160,60,khong bi benh,khong,khong,bus
4710,FSI_4711,4,0,0,0,5,100,2,1,1,11/04/2020 ,2,0,14/10/2019 ,full time,co gia dinh,1,150,70,dang bi benh,co,co,xe may
4711,FSI_4712,0,0,5,0,4,70,4,4,1,28/05/2020 ,0,5,31/12/2019 ,nghi phep,co gia dinh,2,150,60,khong bi benh,khong,khong,xe may
4712,FSI_4713,1,1,0,3,1,70,5,1,3,24/11/2019 ,0,4,03/12/2019 ,full time,co gia dinh,1,160,50,dang bi benh,co,khong,bus
4713,FSI_4714,1,2,0,2,1,70,0,1,3,12/02/2020 ,4,2,30/08/2020 ,nghi phep,chua co gia dinh,1,175,70,dang bi benh,khong,khong,xe may
4714,FSI_4715,2,0,4,0,0,70,0,4,1,13/04/2020 ,4,0,26/02/2020 ,full time,chua co gia dinh,0,180,60,dang bi benh,khong,co,xe may
4715,FSI_4716,0,0,0,0,5,90,0,2,3,18/07/2020 ,2,3,19/02/2020 ,nghi phep,chua co gia dinh,1,180,40,khong bi benh,khong,khong,bus
4716,FSI_4717,0,1,1,1,5,100,1,1,2,09/07/2020 ,0,1,04/09/2020 ,nghi phep,chua co gia dinh,0,170,70,khong bi benh,khong,khong,oto
4717,FSI_4718,4,3,0,2,3,80,2,5,1,09/08/2020 ,0,5,27/02/2020 ,nghi phep,co gia dinh,0,175,60,khong bi benh,khong,khong,xe may
4718,FSI_4719,0,0,0,5,0,100,5,2,2,02/07/2020 ,0,4,25/03/2020 ,part time,chua co gia dinh,0,160,60,khong bi benh,co,khong,oto
4719,FSI_4720,0,0,5,2,2,90,5,4,3,06/10/2019 ,0,0,02/12/2019 ,nghi phep,chua co gia dinh,0,150,40,dang bi benh,co,khong,bus
4720,FSI_4721,0,0,1,0,0,100,0,2,3,11/11/2019 ,0,2,16/02/2020 ,full time,co gia dinh,1,150,40,dang bi benh,co,khong,xe may
4721,FSI_4722,0,4,2,0,0,100,1,0,3,23/12/2019 ,0,5,21/07/2020 ,part time,co gia dinh,2,150,60,dang bi benh,khong,khong,xe may
4722,FSI_4723,5,1,3,5,0,80,2,0,1,05/08/2020 ,5,0,23/08/2020 ,part time,co gia dinh,0,175,60,khong bi benh,co,khong,bus
4723,FSI_4724,4,2,2,0,0,80,2,1,1,03/08/2020 ,2,3,11/05/2020 ,nghi phep,chua co gia dinh,0,165,60,khong bi benh,co,khong,xe may
4724,FSI_4725,4,0,4,3,5,90,2,1,1,25/01/2020 ,0,5,23/02/2020 ,nghi phep,co gia dinh,2,150,40,dang bi benh,khong,khong,xe may
4725,FSI_4726,0,4,0,2,5,90,2,5,1,12/03/2020 ,3,3,20/02/2020 ,nghi phep,co gia dinh,2,180,50,dang bi benh,co,co,xe may
4726,FSI_4727,0,1,0,3,5,80,2,0,3,12/05/2020 ,5,0,26/04/2020 ,part time,co gia dinh,0,175,50,khong bi benh,khong,co,xe may
4727,FSI_4728,2,4,1,1,0,80,2,0,2,06/03/2020 ,0,5,10/07/2020 ,nghi phep,chua co gia dinh,2,180,70,khong bi benh,khong,khong,xe may
4728,FSI_4729,0,1,1,0,2,100,0,0,1,01/10/2019 ,2,4,27/09/2019 ,part time,chua co gia dinh,0,150,40,dang bi benh,khong,khong,xe may
4729,FSI_4730,0,3,3,1,0,100,0,2,1,04/10/2019 ,5,0,20/01/2020 ,nghi phep,chua co gia dinh,3,150,70,dang bi benh,co,co,bus
4730,FSI_4731,2,0,2,1,0,70,0,0,1,07/04/2020 ,4,3,10/03/2020 ,full time,chua co gia dinh,0,170,40,khong bi benh,co,co,xe may
4731,FSI_4732,3,2,3,5,3,80,0,0,2,12/01/2020 ,1,0,08/08/2020 ,full time,co gia dinh,0,165,40,khong bi benh,khong,khong,xe may
4732,FSI_4733,2,1,2,2,2,70,0,0,2,15/03/2020 ,5,4,19/03/2020 ,part time,co gia dinh,0,170,50,khong bi benh,khong,khong,oto
4733,FSI_4734,4,0,3,2,0,90,1,4,1,14/07/2020 ,3,3,27/10/2019 ,full time,co gia dinh,0,160,50,khong bi benh,khong,co,bus
4734,FSI_4735,2,5,1,2,1,90,2,0,2,12/11/2019 ,3,2,18/12/2019 ,nghi phep,co gia dinh,1,150,40,khong bi benh,khong,co,bus
4735,FSI_4736,0,1,0,5,0,100,3,4,2,23/03/2020 ,2,0,03/01/2020 ,full time,chua co gia dinh,1,170,60,dang bi benh,khong,co,xe may
4736,FSI_4737,2,1,3,2,1,70,1,1,1,21/06/2020 ,5,0,08/07/2020 ,part time,chua co gia dinh,0,165,40,khong bi benh,co,khong,xe may
4737,FSI_4738,4,3,4,0,0,70,1,4,1,06/04/2020 ,1,1,24/09/2019 ,full time,co gia dinh,3,160,70,dang bi benh,co,co,oto
4738,FSI_4739,5,0,4,4,4,100,2,3,1,12/07/2020 ,0,3,14/08/2020 ,part time,chua co gia dinh,1,180,60,khong bi benh,co,co,bus
4739,FSI_4740,1,2,2,0,2,80,0,4,1,31/10/2019 ,2,2,25/04/2020 ,full time,co gia dinh,0,180,40,khong bi benh,khong,co,xe may
4740,FSI_4741,3,3,4,3,4,100,3,0,1,17/06/2020 ,1,3,23/09/2019 ,full time,co gia dinh,0,175,60,khong bi benh,co,khong,bus
4741,FSI_4742,2,0,4,3,0,100,1,0,1,17/09/2019 ,4,3,10/06/2020 ,full time,co gia dinh,1,160,60,khong bi benh,co,co,xe may
4742,FSI_4743,5,1,1,0,4,80,0,2,1,18/09/2019 ,0,2,03/07/2020 ,part time,chua co gia dinh,3,160,50,dang bi benh,co,khong,xe may
4743,FSI_4744,3,0,2,4,4,90,5,2,1,16/10/2019 ,3,0,02/01/2020 ,full time,chua co gia dinh,2,160,70,dang bi benh,khong,co,oto
4744,FSI_4745,0,0,0,2,4,80,2,3,1,05/01/2020 ,5,0,03/11/2019 ,full time,co gia dinh,3,165,70,dang bi benh,co,khong,xe may
4745,FSI_4746,2,1,1,1,2,90,1,4,2,05/11/2019 ,0,5,23/04/2020 ,nghi phep,chua co gia dinh,3,160,40,dang bi benh,khong,co,oto
4746,FSI_4747,5,0,3,0,0,100,3,3,1,24/10/2019 ,1,1,18/05/2020 ,part time,chua co gia dinh,2,165,50,khong bi benh,co,co,xe may
4747,FSI_4748,2,0,4,5,1,100,2,3,2,17/01/2020 ,1,1,22/02/2020 ,part time,chua co gia dinh,1,150,70,dang bi benh,khong,co,oto
4748,FSI_4749,4,4,5,3,2,80,0,0,1,03/12/2019 ,1,1,14/09/2019 ,full time,co gia dinh,0,160,70,khong bi benh,co,khong,xe may
4749,FSI_4750,0,3,5,5,2,70,3,3,2,02/02/2020 ,2,0,28/09/2019 ,part time,chua co gia dinh,0,150,40,dang bi benh,khong,khong,xe may
4750,FSI_4751,0,1,0,1,3,70,0,3,1,29/11/2019 ,0,0,16/11/2019 ,nghi phep,co gia dinh,0,175,60,khong bi benh,co,co,xe may
4751,FSI_4752,4,2,5,0,0,100,3,2,1,24/06/2020 ,0,2,20/07/2020 ,nghi phep,co gia dinh,1,175,40,khong bi benh,khong,co,oto
4752,FSI_4753,0,2,3,3,3,80,0,2,1,10/07/2020 ,3,0,16/06/2020 ,nghi phep,chua co gia dinh,0,150,70,khong bi benh,khong,khong,bus
4753,FSI_4754,0,5,0,0,2,100,4,1,1,09/12/2019 ,0,1,04/01/2020 ,full time,co gia dinh,0,175,60,dang bi benh,co,co,xe may
4754,FSI_4755,3,5,5,2,1,80,3,5,1,04/10/2019 ,1,5,09/12/2019 ,part time,co gia dinh,0,150,70,khong bi benh,khong,khong,xe may
4755,FSI_4756,2,5,1,1,2,100,1,3,1,07/02/2020 ,1,1,11/09/2019 ,part time,chua co gia dinh,2,180,50,dang bi benh,khong,co,xe may
4756,FSI_4757,1,1,5,1,1,100,1,0,1,22/08/2020 ,0,1,25/02/2020 ,nghi phep,chua co gia dinh,2,180,60,khong bi benh,khong,co,bus
4757,FSI_4758,0,4,2,0,4,100,0,4,1,21/02/2020 ,0,0,07/02/2020 ,nghi phep,co gia dinh,0,150,50,dang bi benh,co,co,xe may
4758,FSI_4759,2,1,1,2,2,80,4,2,1,21/05/2020 ,2,5,06/09/2020 ,part time,co gia dinh,0,150,70,khong bi benh,khong,khong,xe may
4759,FSI_4760,0,4,1,1,1,80,5,0,1,20/12/2019 ,0,0,15/05/2020 ,full time,chua co gia dinh,2,165,60,dang bi benh,co,co,bus
4760,FSI_4761,2,1,0,4,4,90,1,5,1,10/03/2020 ,2,0,19/07/2020 ,part time,co gia dinh,2,160,40,dang bi benh,co,khong,xe may
4761,FSI_4762,2,4,0,2,3,90,2,5,1,30/12/2019 ,3,4,21/09/2019 ,full time,co gia dinh,1,170,50,dang bi benh,khong,co,oto
4762,FSI_4763,3,0,5,5,0,80,0,4,1,03/04/2020 ,0,0,15/01/2020 ,part time,chua co gia dinh,2,170,50,khong bi benh,co,khong,xe may
4763,FSI_4764,4,1,3,2,4,80,0,1,1,14/11/2019 ,0,3,27/09/2019 ,nghi phep,co gia dinh,2,150,40,khong bi benh,khong,khong,oto
4764,FSI_4765,4,5,2,0,2,70,0,4,1,12/08/2020 ,1,2,26/04/2020 ,full time,co gia dinh,0,170,70,khong bi benh,co,co,xe may
4765,FSI_4766,2,4,1,2,0,90,2,0,1,28/04/2020 ,1,1,12/12/2019 ,part time,chua co gia dinh,1,150,70,khong bi benh,khong,khong,xe may
4766,FSI_4767,3,1,0,0,1,80,1,1,3,08/05/2020 ,3,4,03/08/2020 ,full time,chua co gia dinh,1,150,70,dang bi benh,khong,khong,xe may
4767,FSI_4768,0,0,1,4,0,90,2,0,1,12/02/2020 ,0,2,09/05/2020 ,nghi phep,co gia dinh,0,170,40,dang bi benh,co,khong,xe may
4768,FSI_4769,4,5,2,0,5,70,2,2,1,01/07/2020 ,1,1,11/10/2019 ,full time,chua co gia dinh,0,175,40,dang bi benh,khong,co,xe may
4769,FSI_4770,0,4,1,0,3,90,3,4,3,14/12/2019 ,2,0,20/10/2019 ,full time,chua co gia dinh,0,180,50,dang bi benh,co,khong,oto
4770,FSI_4771,0,5,2,4,1,100,2,1,2,07/06/2020 ,1,0,24/02/2020 ,part time,chua co gia dinh,2,160,40,dang bi benh,khong,khong,xe may
4771,FSI_4772,0,3,0,3,5,100,0,0,1,19/07/2020 ,5,0,27/07/2020 ,nghi phep,chua co gia dinh,1,160,70,khong bi benh,co,khong,oto
4772,FSI_4773,2,4,5,0,4,100,5,0,1,23/06/2020 ,3,2,06/12/2019 ,full time,co gia dinh,0,180,70,khong bi benh,co,co,xe may
4773,FSI_4774,0,3,1,0,0,80,2,0,1,03/12/2019 ,5,3,20/07/2020 ,full time,co gia dinh,0,175,70,dang bi benh,co,khong,bus
4774,FSI_4775,2,0,4,5,0,100,1,5,2,16/03/2020 ,3,5,22/04/2020 ,part time,chua co gia dinh,3,170,70,dang bi benh,khong,co,xe may
4775,FSI_4776,0,5,5,5,3,80,0,2,1,14/08/2020 ,4,1,05/11/2019 ,part time,chua co gia dinh,2,175,60,khong bi benh,khong,khong,bus
4776,FSI_4777,3,1,0,0,1,100,2,0,1,11/03/2020 ,0,3,10/07/2020 ,part time,co gia dinh,2,175,50,khong bi benh,co,khong,oto
4777,FSI_4778,4,4,5,2,1,90,4,3,2,16/07/2020 ,0,5,17/04/2020 ,nghi phep,co gia dinh,0,180,70,khong bi benh,co,khong,xe may
4778,FSI_4779,3,0,3,0,2,90,1,2,2,10/01/2020 ,5,5,06/01/2020 ,part time,chua co gia dinh,2,180,40,khong bi benh,khong,khong,bus
4779,FSI_4780,4,0,3,5,1,80,5,0,3,21/03/2020 ,1,0,30/06/2020 ,nghi phep,co gia dinh,2,150,60,khong bi benh,co,co,xe may
4780,FSI_4781,3,2,2,0,2,80,0,4,1,26/11/2019 ,0,0,03/05/2020 ,nghi phep,chua co gia dinh,0,160,60,khong bi benh,khong,co,xe may
4781,FSI_4782,2,0,0,3,0,90,1,3,3,17/07/2020 ,1,0,09/01/2020 ,nghi phep,chua co gia dinh,0,165,40,dang bi benh,co,co,xe may
4782,FSI_4783,3,0,2,1,2,90,0,0,2,15/07/2020 ,2,5,27/08/2020 ,nghi phep,chua co gia dinh,3,175,60,khong bi benh,co,co,bus
4783,FSI_4784,0,4,4,5,5,70,3,0,2,30/10/2019 ,1,0,14/04/2020 ,nghi phep,chua co gia dinh,3,165,40,khong bi benh,co,khong,xe may
4784,FSI_4785,0,0,0,0,1,80,3,2,1,08/08/2020 ,2,0,13/01/2020 ,part time,chua co gia dinh,3,180,60,khong bi benh,co,co,oto
4785,FSI_4786,0,0,2,1,5,100,3,5,1,30/12/2019 ,0,2,03/01/2020 ,part time,chua co gia dinh,2,160,60,khong bi benh,khong,co,bus
4786,FSI_4787,0,2,0,1,4,70,0,1,2,28/04/2020 ,0,2,25/11/2019 ,part time,co gia dinh,2,160,40,khong bi benh,co,co,xe may
4787,FSI_4788,2,2,5,2,0,80,4,1,1,21/01/2020 ,0,2,26/07/2020 ,full time,co gia dinh,0,165,60,dang bi benh,co,khong,bus
4788,FSI_4789,2,3,4,4,1,100,0,2,1,28/02/2020 ,3,2,25/06/2020 ,full time,co gia dinh,1,170,40,dang bi benh,khong,co,xe may
4789,FSI_4790,0,0,1,2,5,90,3,0,2,22/06/2020 ,0,0,08/10/2019 ,part time,co gia dinh,1,150,70,dang bi benh,khong,khong,xe may
4790,FSI_4791,2,5,1,3,2,70,5,0,2,17/01/2020 ,4,4,11/12/2019 ,part time,co gia dinh,0,180,60,dang bi benh,khong,khong,xe may
4791,FSI_4792,0,3,0,5,3,80,5,2,1,19/05/2020 ,0,4,02/07/2020 ,nghi phep,chua co gia dinh,2,150,50,dang bi benh,khong,co,xe may
4792,FSI_4793,4,3,4,3,1,70,5,1,1,24/06/2020 ,3,4,09/11/2019 ,nghi phep,chua co gia dinh,0,150,70,dang bi benh,co,khong,bus
4793,FSI_4794,1,5,1,3,1,70,1,0,2,04/10/2019 ,0,0,18/05/2020 ,part time,chua co gia dinh,2,175,60,khong bi benh,khong,khong,xe may
4794,FSI_4795,0,0,4,0,0,70,0,0,1,15/02/2020 ,0,2,11/02/2020 ,full time,chua co gia dinh,2,180,60,dang bi benh,khong,co,bus
4795,FSI_4796,2,4,1,0,1,80,0,4,2,18/01/2020 ,1,3,17/04/2020 ,nghi phep,chua co gia dinh,3,160,40,dang bi benh,khong,co,xe may
4796,FSI_4797,0,5,5,0,0,90,2,0,1,31/08/2020 ,0,0,18/02/2020 ,part time,chua co gia dinh,1,170,60,khong bi benh,co,co,xe may
4797,FSI_4798,1,1,0,2,3,90,3,3,1,21/06/2020 ,5,4,21/01/2020 ,part time,chua co gia dinh,0,165,70,khong bi benh,co,khong,xe may
4798,FSI_4799,3,0,4,0,1,90,5,1,3,11/08/2020 ,2,0,07/06/2020 ,nghi phep,co gia dinh,2,150,70,dang bi benh,co,co,xe may
4799,FSI_4800,1,2,5,1,5,90,1,1,1,21/01/2020 ,3,2,09/08/2020 ,full time,chua co gia dinh,1,150,50,dang bi benh,co,khong,xe may
4800,FSI_4801,3,0,3,3,0,100,1,1,1,31/07/2020 ,0,2,22/09/2019 ,part time,co gia dinh,1,160,60,dang bi benh,khong,co,xe may
4801,FSI_4802,1,1,5,0,1,90,5,1,1,26/05/2020 ,0,5,05/06/2020 ,part time,chua co gia dinh,2,175,70,khong bi benh,khong,co,bus
